STREAM VALUE,10TH,EQ,IQ,TOTAL,DATA,STREAM
100,66.37,16.49,22,26.89,1460.14,PCB
60,55.85,14.68,14,16.29,781.9,Commerce
25,62.79,15.15,20,21.7,1255.8,Arts
100,72.06,15.78,12,29.4,864.72,PCB
100,63.08,14.02,20,20.47,1261.6,PCB
60,70.56,15.55,21,28.55,1481.76,Commerce
60,70.33,17.44,3,20.52,210.99,Commerce
100,79.13,16.95,18,22.71,1424.34,PCB
100,69.94,16.55,12,31.62,839.28,PCB
60,72.68,17.29,7,29.29,508.76,Commerce
100,77.28,17.42,10,32.01,772.8,PCB
60,64.9,14.79,17,36.24,1103.3,Commerce
60,70.05,17.61,17,20.68,1190.85,Commerce
60,70.98,17.09,21,33.16,1490.58,Commerce
100,76.33,15.83,6,33.04,457.98,PCB
60,62.99,16.44,11,20.96,692.89,Commerce
60,76.84,17.69,13,39.25,998.92,Commerce
100,79.86,16.68,22,30.03,1756.92,PCM
100,85.28,17.22,18,25.15,1535.04,PCB
25,72.6,15.87,21,39.25,1524.6,Arts
60,64.82,11.86,14,23.57,907.48,Commerce
60,79.49,16.91,19,29.57,1510.31,Commerce
60,77.12,14.42,17,20.42,1311.04,Commerce
100,83.13,15.71,21,34.58,1745.73,PCB
100,73.55,12.98,9,15.02,661.95,PCB
100,82.24,15.07,19,28.26,1562.56,PCB
100,92,15.06,17,31.93,1564,PCB
100,78.87,17.77,20,29.15,1577.4,PCB
60,66.2,15.93,6,27.06,397.2,Commerce
25,67.23,13.74,20,30.45,1344.6,Arts
100,73.28,17.72,24,30.47,1758.72,PCB
25,71.73,16.6,18,32.59,1291.14,Arts
100,83.73,16.19,17,36.59,1423.41,PCM
60,63.84,12.36,19,27.03,1212.96,Commerce
100,69.58,17.06,19,33.56,1322.02,PCB 
60,75.93,15.73,14,33.95,1063.02,Commerce
100,65.18,14.88,15,18.44,977.7,PCM
60,66.76,15.78,19,28.47,1268.44,Commerce
100,76.53,15.34,19,30.27,1454.07,PCB
60,56.7,14.82,5,14.41,283.5,Commerce
60,58.05,13.68,9,19,522.45,Commerce
100,77.41,15.51,18,22.78,1393.38,PCM
100,72.27,16.65,24,39.25,1734.48,PCM
25,74.46,16.88,18,39.25,1340.28,Arts
100,77.97,16.2,21,38.52,1637.37,PCB
60,68.28,16.51,17,29.14,1160.76,Commerce
60,62.88,14.18,5,15.96,314.4,Commerce
25,71.33,18.25,18,29.95,1283.94,Arts
100,68.44,13.67,21,39.25,1437.24,PCM
60,81.41,12.57,21,36.36,1709.61,Commerce
60,71.89,17.96,18,34.08,1294.02,Commerce
60,66.55,16.11,6,32.85,399.3,Commerce
60,78.13,14.11,20,35.07,1562.6,Commerce
100,70.73,18.25,19,22.59,1343.87,PCB
60,77.23,17.43,19,33.41,1467.37,Commerce
100,70.19,13.86,21,20.27,1473.99,PCB
100,77.3,16.11,18,29.43,1391.4,PCB
100,87.76,13.6,16,37.35,1404.16,PCM
25,83.93,18.13,23,39.25,1930.39,Arts
100,88.3,17.09,18,32.05,1589.4,PCB
100,91.31,17.46,21,39.17,1917.51,PCM
100,74.06,16.59,18,27.2,1333.08,PCM
100,88.49,15.14,16,23.53,1415.84,PCB
100,75.9,14.85,19,19.93,1442.1,PCM
60,77.88,17.9,15,25.86,1168.2,Commerce
60,78.14,16.95,16,33.29,1250.24,Commerce
100,85.61,15.01,21,29.91,1797.81,PCM
100,65.16,14.97,16,19,1042.56,PCB
100,69.67,13.17,15,38.09,1045.05,PCM
60,74.56,13.31,12,22.6,894.72,Commerce
60,76.86,14.74,18,32.53,1383.48,Commerce
100,84.52,14.87,9,29.99,760.68,PCM
100,65.64,15.86,14,28.25,918.96,PCM
25,76.14,17.2,23,39.25,1751.22,Arts
100,72.06,14.97,21,36.85,1513.26,PCM
100,58.96,17.31,14,19.9,825.44,PCB
100,91.5,17.25,20,39.25,1830,PCM
60,79.4,14.87,15,19.1,1191,Commerce
60,70.34,12.9,16,31.37,1125.44,Commerce
100,73.77,15.52,13,33.07,959.01,PCM
100,72.91,11.21,20,38.79,1458.2,PCM
60,85.68,16.8,17,17.01,1456.56,Commerce
100,79.37,15.17,20,33.65,1587.4,PCB
100,87.84,14.82,17,17.38,1493.28,PCB
100,82.61,15,3,18.54,247.83,PCB
60,81.36,17.93,20,30.33,1627.2,Commerce
100,78.42,13.72,22,33.48,1725.24,PCM
100,69.76,13.38,20,22.08,1395.2,PCM
60,66.36,16.67,21,36.24,1393.56,Commerce
100,72.84,13.24,14,20.51,1019.76,PCB
100,72.33,13.94,11,27.35,795.63,PCB
100,77.54,14.81,21,16.12,1628.34,PCB
100,86.19,18.09,23,24.42,1982.37,PCB
60,54.46,12.35,1,18.68,54.46,Commerce
100,62.61,14.92,16,36.79,1001.76,PCM
100,72.83,17.26,11,36.59,801.13,PCB
60,72.56,16.93,18,33.11,1306.08,Commerce
100,76.93,15.67,13,22.95,1000.09,PCM
100,81.96,16.37,13,33.4,1065.48,PCB
60,68.49,16.72,7,18.08,479.43,Commerce
100,79.65,16.82,18,39.25,1433.7,PCM
60,67.35,17.56,7,22.56,471.45,Commerce
60,92,14.5,18,39.25,1656,Commerce
60,69.8,15.14,12,17.4,837.6,Commerce
60,58.99,15.68,16,24.33,943.84,Commerce
100,76.5,13.61,6,30.88,459,PCB
60,73.41,17.86,2,30.51,146.82,Commerce
60,66.45,15.64,7,18.77,465.15,Commerce
100,61.63,14.69,1,23.38,61.63,PCB
100,79.66,12.25,10,36.59,796.6,PCM
60,60.06,16.89,9,20.17,540.54,Commerce
100,72.78,16.87,12,34,873.36,PCB
60,68.87,15.54,8,28.98,550.96,Commerce
100,79.3,16.93,16,31.76,1268.8,PCM
60,80.71,15.4,20,34.05,1614.2,Commerce
100,58.99,16.39,2,19.39,117.98,PCB
100,91.17,14.53,20,35.82,1823.4,PCM
100,81.93,14.32,18,26.41,1474.74,PCB
60,82.25,16.73,18,35.37,1480.5,Commerce
100,70.93,15.96,19,30.94,1347.67,PCM
25,62.03,14.68,15,33.47,930.45,Arts
100,69.17,15.73,13,23.87,899.21,PCB
60,70.04,15.52,6,29.29,420.24,Commerce
100,64.32,15.52,16,19.61,1029.12,PCM
100,69.23,17.78,19,25.62,1315.37,PCB
60,68.31,17.54,16,22.17,1092.96,Commerce
100,58.26,15.81,5,20.69,291.3,PCB
100,45.7,17.3,1,22.95,45.7,PCB 
100,72.67,17.94,14,38.38,1017.38,PCB
60,71.79,13.4,19,21.85,1364.01,Commerce
100,88.49,15.16,13,29.37,1150.37,PCB
60,61.22,13.19,5,20.96,306.1,Commerce
25,62.31,14.05,20,25.97,1246.2,Arts
100,77.73,14.36,18,32.63,1399.14,PCM
60,65.49,15.59,4,32.99,261.96,Commerce
60,63.91,15.63,18,39.25,1150.38,Commerce
100,85.03,13.66,17,35.86,1445.51,PCM
60,52.48,14.19,7,29.91,367.36,Commerce
100,79.37,15.64,22,35.21,1746.14,PCM
60,59.74,16,10,25.73,597.4,Commerce
60,66.57,13.8,11,16.65,732.27,Commerce
25,70.98,15.48,17,33.74,1206.66,Arts
25,69.36,12.8,7,31.71,485.52,Arts
25,78.01,18.25,21,39.25,1638.21,Arts
100,72.02,13.86,4,30.48,288.08,PCB
60,74.12,16.62,18,18.74,1334.16,Commerce
100,78.35,14.67,20,32.95,1567,PCM
100,76.5,15.34,21,39.25,1606.5,PCM
100,86.34,16.98,18,39.25,1554.12,PCM
100,83.82,13.3,21,36.3,1760.22,PCM
100,78.54,15.3,17,27.8,1335.18,PCM
100,79.63,17.51,22,28.08,1751.86,PCM
100,87.8,15.83,20,30.02,1756,PCM
100,75.08,17.07,23,33.04,1726.84,PCM
60,62.64,15.06,12,15.4,751.68,Commerce
100,76.17,13.47,17,28.73,1294.89,PCB
60,51.85,15.21,12,16.64,622.2,Commerce
60,68.88,14.07,11,23.16,757.68,Commerce
100,79.38,16.98,18,30.31,1428.84,PCB
60,67.06,15.24,23,20.59,1542.38,Commerce
100,70.64,11.21,17,27.37,1200.88,PCM
100,90.22,13.38,20,31.42,1804.4,PCM
100,69.16,16.77,17,28.3,1175.72,PCB
60,54.05,14.77,0,12.5,0,Commerce
60,62.55,15.27,6,21.83,375.3,Commerce
100,82.05,12.49,17,26.38,1394.85,PCM
60,63.96,14.6,1,17.39,63.96,Commerce
60,55.13,15.4,4,19.92,220.52,Commerce
60,59.72,14.58,20,21.03,1194.4,Commerce
60,66.04,15.55,9,20.81,594.36,Commerce
100,86.1,15.38,10,26.74,861,PCB
60,78.89,12.69,10,20.05,788.9,Commerce
60,51.37,14.57,3,13.21,154.11,Commerce
100,66.91,15.34,17,38.59,1137.47,PCM
60,82.68,17.18,16,38.61,1322.88,Commerce
100,75.66,15.36,15,32.3,1134.9,PCB
60,49.4,13.29,17,21.53,839.8,Commerce
60,71.59,16.81,17,37.63,1217.03,Commerce
60,73.86,16.84,20,35.1,1477.2,Commerce
60,65.47,14.24,21,22.57,1374.87,Commerce
60,80.63,15.61,14,33.3,1128.82,Commerce
100,80.41,17.38,20,34.26,1608.2,PCM
100,92,16.3,24,37.79,2208,PCB
60,80.29,16.14,20,32.09,1605.8,Commerce
60,72.1,15.73,8,28.16,576.8,Commerce
100,71.76,16.9,19,26.02,1363.44,PCB
100,75.93,15.01,10,17.29,759.3,PCB
100,85.4,12.54,15,33.13,1281,PCB
100,87.83,17.71,12,25.94,1053.96,PCB
100,89.3,17.08,17,35.29,1518.1,PCM
100,63.13,15.11,6,23.31,378.78,PCB
100,61.47,15.4,19,30.28,1167.93,PCM
60,74.34,17.1,7,31.96,520.38,Commerce
60,53.37,14.09,3,17.68,160.11,Commerce
100,74.06,16.23,16,31.51,1184.96,PCB
100,72.71,13.71,5,30.37,363.55,PCB
100,68.72,16.04,16,25.55,1099.52,PCM
100,67.33,13.26,6,23.39,403.98,PCB
100,57.75,18.1,18,25.27,1039.5,PCB 
100,70.1,14.96,19,21.92,1331.9,PCB
100,64.32,16.02,12,23.16,771.84,PCB
60,66.47,17.73,16,27.17,1063.52,Commerce
100,84.88,14.92,23,34.45,1952.24,PCM
100,85.08,14.9,24,38.37,2041.92,PCM
25,78.29,16.54,23,31.38,1800.67,Arts
100,61.99,15.65,6,18.86,371.94,PCB
100,82.42,15.31,13,28.74,1071.46,PCM
100,68.08,13.51,15,26.45,1021.2,PCM
100,87.97,13.71,19,25.43,1671.43,PCM
100,83.06,15.38,17,30.46,1412.02,PCM
100,73.65,14.08,16,21.41,1178.4,PCB
60,74.42,11.4,3,20.56,223.26,Commerce
60,70.46,15.8,11,27.81,775.06,Commerce
100,76.52,14.22,17,35.79,1300.84,PCM
25,72.45,13.31,21,30.8,1521.45,Arts
60,52.48,14.08,12,15.4,629.76,Commerce
100,82.56,17.71,10,28.25,825.6,PCB
60,68.35,15.68,20,26.21,1367,Commerce
100,61.45,15.98,19,24.24,1167.55,PCB
100,73.22,16.61,10,19.45,732.2,PCB
60,89.1,17.37,22,39.25,1960.2,Commerce
100,76.09,14.83,19,38.86,1445.71,PCM
100,88.35,18.25,21,35.1,1855.35,PCM
100,71.96,15.89,12,34.32,863.52,PCB
60,60.41,16.56,6,29.4,362.46,Commerce
100,73.81,15.33,12,22.58,885.72,PCB
100,67.76,14.9,15,24.21,1016.4,PCM
100,79.16,13.25,22,39.25,1741.52,PCM
100,66.05,16.57,17,30.43,1122.85,PCB
60,76.66,14.7,6,37.81,459.96,Commerce
60,70.27,16.18,19,36.74,1335.13,Commerce
100,90.42,18.25,10,23.34,904.2,PCB
100,56.07,16.19,16,19.07,897.12,PCM
100,76.23,14.26,6,17.08,457.38,PCB
60,67.08,16.99,17,34.19,1140.36,Commerce
60,58.27,16.53,11,18.4,640.97,Commerce
60,78.14,15.54,21,37.47,1640.94,Commerce
100,61.74,17.4,20,24.74,1234.8,PCB
60,73.06,15.75,10,27.87,730.6,Commerce
100,68.33,15.79,4,19.75,273.32,PCB
60,56.35,13.01,4,30.37,225.4,Commerce
100,69.26,17.69,20,24.98,1385.2,PCB
100,69.93,16.98,13,22.48,909.09,PCB
100,74.04,16.12,15,28.71,1110.6,PCB
100,72.4,12.78,22,23.36,1592.8,PCB
100,92,14.87,7,33.18,644,PCB
60,76.39,16.14,18,28.87,1375.02,Commerce
60,68.13,13.96,14,18.82,953.82,Commerce
100,63.51,13.77,14,29.44,889.14,PCB
60,85.86,15.98,20,38.32,1717.2,Commerce
100,78.39,13.32,9,17.57,705.51,PCB
100,75.45,14.84,9,30.33,679.05,PCB
100,89.04,16.79,21,39.25,1869.84,PCM
60,89.55,16.37,11,39.25,985.05,Commerce
60,68.86,17.6,19,30.82,1308.34,Commerce
60,80.47,16.72,24,30.38,1931.28,Commerce
100,83.03,15.81,10,20.7,830.3,PCB
100,85.83,11.98,7,25.83,600.81,PCB
100,61.93,14.85,9,20.56,557.37,PCB
100,89.84,18.18,15,35.13,1347.6,PCB
100,74.76,15.56,12,31.94,897.12,PCM
100,92,17.15,24,39.25,2208,PCM
100,62.64,15.32,7,21.2,438.48,PCB
100,71.98,14.82,18,25.15,1295.64,PCB
100,67.85,17.74,5,28.99,339.25,PCB
100,79.96,14.09,18,23.25,1439.28,PCB
100,83.84,17.19,14,37.96,1173.76,PCB
25,62.43,15.5,18,26.97,1123.74,Arts
25,70.32,15.53,19,34.61,1336.08,Arts
100,88.4,15.81,20,35.86,1768,PCB
100,79.87,17.29,24,30.79,1916.88,PCB
60,63.47,13.38,9,13.49,571.23,Commerce
60,53.54,17,6,15.26,321.24,Commerce
100,76.99,13.73,17,24.31,1308.83,PCM
100,58.63,14.28,17,22.98,996.71,PCB
60,79.26,15.88,6,27.94,475.56,Commerce
60,78.17,16.45,12,29.97,938.04,Commerce
100,80.83,17.64,20,28.66,1616.6,PCM
60,82.49,14.94,15,20.89,1237.35,Commerce
60,54.93,14.84,12,21.08,659.16,Commerce
100,53.1,17.89,4,29.79,212.4,PCB
100,70.11,12.96,24,34.66,1682.64,PCB
60,68.25,15.55,15,28.13,1023.75,Commerce
100,86.23,17.76,20,30.93,1724.6,PCM
100,92,12.55,18,38,1656,PCM
60,62.26,14.25,15,29.35,933.9,Commerce
100,80.55,12.36,6,23.02,483.3,PCB
25,80.17,17.63,21,29.58,1683.57,Arts
60,73.49,18.25,19,23.88,1396.31,Commerce
100,87.55,16.9,19,34.01,1663.45,PCM
100,80.81,15.35,21,38.18,1697.01,PCM
100,73.91,15.83,12,22.82,886.92,PCB
100,83.4,12.73,5,16.91,417,PCB
100,89.78,15.84,13,35.71,1167.14,PCB
60,75.61,14.35,23,21.66,1739.03,Commerce
60,77.52,14.35,22,19.83,1705.44,Commerce
60,61.99,17.67,16,23.26,991.84,Commerce
60,69.06,15.64,11,32.42,759.66,Commerce
60,67.85,13.71,10,26.1,678.5,Commerce
100,73.13,15.64,11,21.18,804.43,PCB
60,67.66,18.15,16,32.39,1082.56,Commerce
100,78.59,17.22,19,31.88,1493.21,PCB
100,63.54,16.38,0,20.9,0,PCB
100,75.56,12.38,19,31.69,1435.64,PCM
100,92,16.16,21,28.66,1932,PCM
100,68.91,12.91,18,30.89,1240.38,PCM
100,80.2,15.24,19,22.76,1523.8,PCM
100,92,15.69,23,34.34,2116,PCM
100,84.33,15.12,12,36.96,1011.96,PCB
60,69.58,15.81,16,33.52,1113.28,Commerce
60,60.43,16.37,10,18.47,604.3,Commerce
60,78.47,15.86,16,31.11,1255.52,Commerce
60,61.42,13.24,9,23.97,552.78,Commerce
25,88.01,16.77,24,39.25,2112.24,Arts
100,82.32,16.25,8,36.19,658.56,PCB
60,71.46,17.35,21,29.41,1500.66,Commerce
100,85.16,16.68,17,28.62,1447.72,PCM
100,64.03,16.97,2,29.27,128.06,PCB
100,63.58,14.21,19,24.27,1208.02,PCB
60,65.21,17.72,15,23.07,978.15,Commerce
100,76.27,14.76,8,21.56,610.16,PCB
100,77.79,16.78,20,22.5,1555.8,PCB
100,91.54,12.76,19,36.76,1739.26,PCM
100,83.43,12.55,8,29.75,667.44,PCB
60,65.25,15.88,21,17.85,1370.25,Commerce
25,85.07,18.05,24,39.25,2041.68,Arts
60,59.71,15.34,15,15.8,895.65,Commerce
60,79.71,11.97,15,25.75,1195.65,Commerce
100,64.88,16.69,14,23.53,908.32,PCB
60,56.52,14.31,13,12.77,734.76,Commerce
60,64.04,15.51,20,34.5,1280.8,Commerce
100,77.17,14.68,15,39.25,1157.55,PCM
100,92,14.99,12,22.15,1104,PCB
60,75.55,14.5,12,18.51,906.6,Commerce
60,76.27,14.81,14,23.69,1067.78,Commerce
100,71.93,15.96,17,20.2,1222.81,PCB
100,75.6,14.72,17,33.04,1285.2,PCB
100,68.84,13.86,14,38.33,963.76,PCB
25,65.68,15.5,0,25.55,0,Arts
100,77.58,15.48,19,29.22,1474.02,PCB
100,63.17,16.46,13,38.74,821.21,PCB
60,79.62,12.8,14,22,1114.68,Commerce
100,52.05,15.17,5,22.14,260.25,PCB 
100,79.23,13.03,16,24.66,1267.68,PCM
100,55.32,16.4,0,18.25,0,PCB
60,81.35,14.71,21,27.2,1708.35,Commerce
100,75.61,14.67,15,26.76,1134.15,PCB
60,80.01,15.96,11,18.16,880.11,Commerce
60,80.44,18.25,13,34.17,1045.72,Commerce
100,74.7,15.47,15,33.33,1120.5,PCM
60,69.5,14.56,12,25.07,834,Commerce
100,81.77,15.53,22,32.31,1798.94,PCB
60,72.88,16.11,21,24.06,1530.48,Commerce
100,73.68,16.23,19,23.49,1399.92,PCB
100,79.14,15.57,22,39.25,1741.08,PCM
60,65.4,15.49,12,18.31,784.8,Commerce
60,71.15,13.65,10,22.94,711.5,Commerce
100,70.3,17,20,24.39,1406,PCB
100,86.9,14.85,15,35.13,1303.5,PCB
100,66.1,13.68,5,19.17,330.5,PCB
25,81.85,16.22,18,37.67,1473.3,Arts
60,83.59,16.84,23,39.25,1922.57,Commerce
100,83.36,15.56,21,38.29,1750.56,PCM
60,67.93,14.89,22,35.67,1494.46,Commerce
100,83.54,16.1,12,26.67,1002.48,PCM
60,64.9,17.25,18,36.14,1168.2,Commerce
100,85.35,18.25,24,31.68,2048.4,PCB
100,74.65,15.81,11,25.85,821.15,PCB
60,77.74,14.85,11,30.87,855.14,Commerce
60,73.62,16.47,3,20.32,220.86,Commerce
100,77.3,12.39,9,26.57,695.7,PCB
60,68.92,16.78,16,27.15,1102.72,Commerce
100,76.3,14.93,5,21.35,381.5,PCB
60,57.78,16.35,7,25.26,404.46,Commerce
100,68.82,15.52,7,22.19,481.74,PCB
100,75.26,12.06,12,26.53,903.12,PCB
100,65.07,14.96,17,19.09,1106.19,PCB
100,71.56,13.85,14,16.66,1001.84,PCB
100,66.34,14.55,16,12.5,1061.44,PCB
60,68.31,13.47,18,33.5,1229.58,Commerce
60,67.41,16.21,12,27.23,808.92,Commerce
100,64.43,14.2,6,21.58,386.58,PCM
60,80.87,15.1,20,39.25,1617.4,Commerce
100,77.65,16.54,22,19.82,1708.3,PCB
60,64.91,15.73,6,12.5,389.46,Commerce
60,82.58,13.94,10,27.64,825.8,Commerce
100,78.54,18,13,27.05,1021.02,PCM
60,76.86,13.19,6,25.51,461.16,Commerce
60,73.68,13.92,13,13.99,957.84,Commerce
100,85.25,13.5,18,38.81,1534.5,PCM
100,76.18,15.57,18,28.28,1371.24,PCB
100,85.78,14.06,19,34.85,1629.82,PCB
100,74.37,17.42,20,34.71,1487.4,PCM
100,64.94,14.89,12,31.87,779.28,PCB
100,75.58,16.66,21,22.57,1587.18,PCB
100,88.77,15.51,19,37.47,1686.63,PCM
60,75.76,15.9,21,32.68,1590.96,Commerce
100,69.89,11.67,15,31.52,1048.35,PCM
100,83.52,13.25,18,37.86,1503.36,PCM
100,85.66,17.18,11,28.01,942.26,PCB
100,71.74,16.13,14,30.91,1004.36,PCB
100,84.82,17.1,18,23.19,1526.76,PCM
60,79.9,16.33,16,30.2,1278.4,Commerce
60,76.47,15.12,18,26.44,1376.46,Commerce
100,70,15.13,15,20.7,1050,PCB
100,81.58,17.15,20,19.75,1631.6,PCB
100,85.68,14.94,13,28.5,1113.84,PCB
60,71.34,16.44,12,22.71,856.08,Commerce
100,75.37,15.03,16,21.62,1205.92,PCB
60,65.73,16.42,6,18.7,394.38,Commerce
60,70.21,16.16,8,15.78,561.68,Commerce
60,72.02,16.31,18,31.56,1296.36,Commerce
60,79.95,13.79,18,27.76,1439.1,Commerce
60,80.09,18.25,24,35.12,1922.16,Commerce
60,65.07,15.76,4,13.38,260.28,Commerce
60,82.37,14.66,17,21.98,1400.29,Commerce
60,60.58,14.07,7,24.16,424.06,Commerce
100,78.12,17.33,19,39.05,1484.28,PCM
25,76.66,17.58,22,39.25,1686.52,Arts
25,77.83,13.65,22,32.65,1712.26,Arts
100,72.22,15.43,20,39.25,1444.4,PCM
60,77.66,15.66,7,24.47,543.62,Commerce
100,79.56,14.37,24,35.7,1909.44,PCM
100,63.58,17.56,17,24.59,1080.86,PCB
100,66.1,15.99,8,24.56,528.8,PCB
100,68.65,14.92,12,19.8,823.8,PCB
60,52.83,15.32,17,12.5,898.11,Commerce
60,71.71,15.11,14,29.56,1003.94,Commerce
100,75.96,16.67,10,29.36,759.6,PCB
100,80.73,15.96,10,26.46,807.3,PCB
100,83.53,14.18,13,34.81,1085.89,PCB
100,75.93,15.55,7,15.26,531.51,PCB
25,87.53,15.04,19,31,1663.07,Arts
60,66.99,15.67,16,24.86,1071.84,Commerce
100,92,14.89,16,29.68,1472,PCM
100,79.4,16.34,22,39.25,1746.8,PCB
100,67.53,15.24,15,25.81,1012.95,PCM
100,60.62,15.23,7,16.4,424.34,PCB
100,79.59,17.58,10,30.74,795.9,PCB
60,65.34,16.41,8,13.68,522.72,Commerce
100,61.54,13.83,4,29.36,246.16,PCB
60,57.64,14.26,6,13.68,345.84,Commerce
100,76.9,15.82,15,23.55,1153.5,PCM
60,61.51,15.77,7,27.73,430.57,Commerce
60,73.79,14.92,18,33.01,1328.22,Commerce
60,68.27,15.04,7,32.15,477.89,Commerce
25,80.64,15.35,22,39.25,1774.08,Arts
60,63.45,14.88,10,33.99,634.5,Commerce
60,57.39,18.25,16,30.39,918.24,Commerce
100,68.89,15.12,8,20.64,551.12,PCB
100,79.43,15.88,22,31.31,1747.46,PCM
60,70.25,14.09,8,23.38,562,Commerce
60,87.42,17.02,19,36.41,1660.98,Commerce
100,71.28,15.82,20,29.11,1425.6,PCB
100,68.05,14.49,19,22.13,1292.95,PCM
100,76.36,15.56,18,34.6,1374.48,PCM
100,64.15,15.57,15,25.92,962.25,PCB
60,69.67,15.36,3,25.04,209.01,Commerce
100,74.16,16.06,15,32.92,1112.4,PCM
100,69.48,12.68,16,23.28,1111.68,PCM
60,59.03,17.48,17,28.4,1003.51,Commerce
60,62.79,16.3,21,19.93,1318.59,Commerce
100,84.81,17.25,22,39.25,1865.82,PCM
100,75.61,16.03,21,27,1587.81,PCM
100,71.86,15.85,15,23.3,1077.9,PCB
25,64.96,16.01,19,34.56,1234.24,Arts
100,85.92,16.18,21,39.25,1804.32,PCM
100,86.51,17.38,22,35.88,1903.22,PCM
60,72.7,16.67,20,33.06,1454,Commerce
60,68.09,15.26,13,24.86,885.17,Commerce
60,77.97,13.51,15,29.92,1169.55,Commerce
100,78.02,14.91,16,29.23,1248.32,PCB
25,63.77,15.11,14,28.52,892.78,Arts
100,89.05,13.93,17,31,1513.85,PCM
60,70.92,16.1,18,31.32,1276.56,Commerce
25,81.87,17.47,20,35.39,1637.4,Arts
100,76.53,14.23,9,25.97,688.77,PCB
100,80.13,17.2,21,34.28,1682.73,PCB
60,70.73,16.92,16,32.7,1131.68,Commerce
100,68.09,12.76,19,24.19,1293.71,PCM
100,71.09,16.13,7,21.94,497.63,PCB
100,79.56,15.6,17,26.78,1352.52,PCM
25,69.82,17.36,19,22.68,1326.58,Arts
60,67.96,17.07,15,23.3,1019.4,Commerce
100,67.21,14.04,18,27.94,1209.78,PCB
100,51.09,14.68,7,22.85,357.63,PCB
100,76.39,14.3,12,16.81,916.68,PCB
100,71.96,17.64,16,23.31,1151.36,PCB
100,85.2,18.25,12,33.78,1022.4,PCM
60,83.21,11.76,15,37.27,1248.15,Commerce
25,83.76,16.43,21,31.63,1758.96,Arts
100,75.68,15.19,20,31.25,1513.6,PCM
60,77.13,15.33,6,23.33,462.78,Commerce
100,69.46,14.91,18,29.05,1250.28,PCM
100,90.41,17.17,20,28.89,1808.2,PCB
100,64.97,14.97,3,30.2,194.91,PCM
60,76.55,18.2,14,30.96,1071.7,Commerce
100,91.87,11.67,18,29.71,1653.66,PCM
100,74.32,14.8,12,35.74,891.84,PCB
100,82.54,14.41,19,35.53,1568.26,PCB
60,75.06,15.89,16,30.34,1200.96,Commerce
60,66.02,16.93,23,25.13,1518.46,Commerce
60,58.21,13.14,9,17.3,523.89,Commerce
100,74.83,12.69,23,33.99,1721.09,PCB
60,74.27,17.1,7,28.37,519.89,Commerce
100,76.74,11.56,6,15.13,460.44,PCB
100,92,15.57,22,39.25,2024,PCM
100,84.71,16.03,19,25.99,1609.49,PCB
60,81.33,14.97,17,22.5,1382.61,Commerce
100,80.89,14.18,18,21.56,1456.02,PCB
25,66.14,17.97,17,33.14,1124.38,Arts
60,73.3,15.98,19,25.27,1392.7,Commerce
60,57.81,12.95,7,27.39,404.67,Commerce
100,72.79,18.25,18,35.74,1310.22,PCB 
100,79.68,12.57,7,28.05,557.76,PCM
60,62.76,17.29,16,27.52,1004.16,Commerce
100,83.39,14.16,14,19.59,1167.46,PCM
100,85.14,16.12,15,33.33,1277.1,PCB
60,72.74,18.25,21,27.24,1527.54,Commerce
60,73.29,17.82,20,25.75,1465.8,Commerce
60,60.72,15.88,1,20.75,60.72,Commerce
100,88.04,14.25,8,16.87,704.32,PCB
100,84.35,16.97,18,32.92,1518.3,PCM
100,83.33,15.99,3,27.02,249.99,PCM
100,82.65,18.09,21,28.74,1735.65,PCB
100,77.19,16.69,22,32.68,1698.18,PCM
100,54.72,15.32,0,20.67,0,PCB
100,73.01,18.09,16,24.24,1168.16,PCB
100,72.39,15.99,22,31.57,1592.58,PCB
100,81.53,12.9,1,17.16,81.53,PCB
100,83.82,13.86,22,36.84,1844.04,PCM
100,77.39,15.46,21,22.13,1625.19,PCM
60,69.88,16.09,19,22.54,1327.72,Commerce
60,67.24,14.1,1,28.33,67.24,Commerce
60,74.93,14.41,17,24.6,1273.81,Commerce
100,75.5,16.3,18,17.69,1359,PCM
60,78.98,15.06,18,24.53,1421.64,Commerce
100,82.56,14.72,21,30.98,1733.76,PCM
100,89.37,16.98,15,39.25,1340.55,PCM
100,62.48,14.79,6,16.86,374.88,PCB
100,76.07,16.88,17,30.34,1293.19,PCB
100,72.3,13.41,13,17.43,939.9,PCB
60,60.17,14.38,11,23.49,661.87,Commerce
100,70.69,14.9,19,24.95,1343.11,PCM
60,62.19,15.16,11,28.78,684.09,Commerce
60,73.8,13.79,4,23.82,295.2,Commerce
100,91.2,14.48,9,33.52,820.8,PCM
100,73.61,14.06,21,27.41,1545.81,PCM
60,69.15,15.06,9,21.11,622.35,Commerce
100,84.45,16.84,19,35.1,1604.55,PCM
100,61.62,13.65,17,18.18,1047.54,PCM
60,67.87,14.38,9,21.74,610.83,Commerce
100,92,13.61,21,36.22,1932,PCM
60,80.94,15.47,22,24.99,1780.68,Commerce
100,89.78,14.54,21,34.9,1885.38,PCM
60,77.08,17.63,20,39.25,1541.6,Commerce
60,56.05,15,8,16,448.4,Commerce
100,83.91,15.44,18,29.66,1510.38,PCM
100,71.93,14.38,19,24.82,1366.67,PCM
100,65.55,13.99,14,22.69,917.7,PCB
100,71.25,15.17,22,20.84,1567.5,PCM
100,75.91,15.3,20,35.93,1518.2,PCM
100,78.02,14.35,24,38.98,1872.48,PCB
