10th,12th,IQ ,O,C,E,A,N,STREAM
84.22,75.68,46,49.4,62,42.6,67.4,44.2,Commerce
68.96,77.4,21,71.3,89.4,39.4,87.4,47.7,PCM
87.61,77.56,41,41,54.6,55.4,52.8,57,PCB
87.55,75.55,18,54.8,77.2,50.9,68.3,23,PCB
94.32,74.77,14,82.9,68.1,50.9,85.6,37.6,PCB
83.77,80.07,27,54.1,49.4,63.9,68.6,40.8,PCB
93.76,78.64,52,94.8,56.2,63.6,78.1,23,PCB
89.81,75.47,51,62.8,65.3,40.1,81.8,43.7,PCM
92.56,80.08,31,94.6,76.7,77.3,68.1,33.5,Commerce
99.22,79.63,12,53.7,68.4,68.2,53.5,26.4,Commerce
94.82,84.22,10,51.8,69.3,40.9,91.3,69.7,PCB
99.22,76.17,24,69.4,89.5,50.8,75.1,49.8,Commerce
96.03,81.17,47,68.3,58.8,42.9,95.8,23,PCB
90.97,80.09,24,61.9,95.5,68.9,95.2,40.8,PCB
93.29,77.65,26,55.6,76.2,41,60.6,30.4,Arts
95,78.45,22,57.2,79.4,65.9,62,23,PCB
94.4,79.79,11,51.6,52.6,32.9,84.8,47.8,Commerce
94.88,79.75,64,74.3,59.6,49.4,40.1,40.8,PCB
93.02,78.11,59,76.9,81.9,75.3,68.3,23,PCM
90.33,76.2,20,95,67.9,48.2,70.9,36.5,Commerce
90.94,76.56,21,68.2,77.5,80.8,92.9,23,Commerce
91.03,77.4,66,50.1,75.8,53.2,53.8,38.7,Commerce
96.21,76.1,33,66,84.9,58.5,82.7,41.2,Commerce
90.71,76.28,52,57.7,87.4,53.8,46.8,46,Commerce
96.05,73.16,76,79,58.1,60.1,77.6,33.8,PCB
84.95,93.27,63,56.8,81.9,35.7,60.3,57.3,PCB
83.53,79.34,26,59.4,44.7,55.5,81.9,40,PCB
99.22,77.98,20,75,70.6,62.8,91.7,52.6,PCB
93.81,74.47,17,54,51.1,45.8,58.7,39.4,Commerce
81.39,80.12,70,66.3,77.3,68.2,77.4,39.2,Commerce
90.88,79.06,31,59.7,87.2,52.7,74.5,41.4,Arts
98.37,48.57,23,50,33.4,49.2,74.5,38.3,PCB
85.08,40,33,64.1,96.5,64.9,59.8,42.9,PCB
96.55,77.04,46,67.7,89.2,81.8,86.5,23,Commerce
83.72,75.77,9,67.9,51.6,53.2,69,23,Commerce
92.53,82.51,29,78.2,46.9,33.7,72.7,23,Commerce
98.38,75.66,64,81.2,59.5,63.7,67.9,29.3,PCB
90.46,76.34,19,43.4,50.5,41.2,45.8,36.2,Commerce
88.83,74.96,21,52.7,49.6,51.6,70,23,Commerce
89.99,77.36,33,86.1,62.6,69.1,82.8,36.1,Commerce
89.43,78.09,21,39.2,77.8,46.2,88.5,42.1,Commerce
72.51,83.01,22,55.1,52.8,70.6,71.3,30.2,PCM
89.87,82.62,44,48.1,52.7,32.1,69.4,43.1,Commerce
93.44,81.65,19,39.3,54.4,39.1,46.7,51.6,Commerce
91.73,77.45,64,56.5,64.4,43.5,50.7,48.3,Commerce
98.8,77.31,17,53.2,71.1,44.6,57.8,37.8,PCB
96.76,79.12,7,46.6,60.1,35.9,57.2,61.1,PCB
88.15,40,35,46.5,76.3,28.2,45.8,40.4,PCB
95.46,79.71,41,59.4,55.6,64.7,55.3,42.6,PCM
92.21,57.64,16,76.3,65.6,72.9,69.1,33.3,PCB
90.3,79.18,10,41.3,54.7,47.9,70.9,29.3,Commerce
94.02,79.29,22,47.2,53.2,79.5,76.9,24.7,PCB
90.37,75.38,44,54.5,66.6,36.7,69.9,32.9,PCM
91.41,79.71,29,58.3,70.8,80.7,69.1,23,Commerce
85.09,78.93,64,58.5,47.7,64.1,72.4,28.7,Commerce
99.22,50.01,19,56.1,51.4,54.6,69.3,23,Commerce
93.9,90.91,18,75.1,76.9,46.5,90.9,30.6,PCM
85.32,79.03,22,50,58.6,49.2,58.7,36.8,Commerce
95,78.1,61,43,50,66,60.1,30,Commerce
95.13,82.77,21,53.5,49.6,52.4,69.1,42.2,PCB
97.16,77.34,32,82.6,56.7,51.7,73.4,44.9,PCB
89.38,91.09,74,77.9,71.3,64.2,71,23,PCB
92.57,78.62,19,64.3,44,79,66.8,44.2,Commerce
93.42,75.87,14,73.3,75,52,70.2,33.3,Commerce
98.03,76.4,54,68.4,73.3,73.6,58,36.4,PCB
89,76.59,25,66.7,88.1,60.1,66.6,32.2,Arts
95.12,61.04,21,53.3,29.9,68.8,77,53.6,PCB
92.23,80.59,26,98,80,97,62.7,23,Commerce
95.41,82.24,56,56.6,92.4,38.3,46.7,23,PCM
94.25,82.46,31,76.5,66.3,70.6,68.9,38.7,Commerce
97.23,80.54,10,51,67.5,48,71,49.4,PCM
95.45,44.5,14,66.9,78.5,73.2,85.2,34.2,Commerce
95.88,78.61,71,44.9,41.8,55.8,62.5,47.8,Commerce
98.37,72.77,5,51.9,48.4,28.7,53,39.6,PCB
83.17,74.66,15,90.2,77.9,88.1,70.9,32.9,Commerce
91.16,78.74,65,66.2,65.3,74.1,86.5,33.6,Commerce
97.19,81.99,44,54.9,60,53.4,60.2,29.8,Commerce
91.74,77.28,16,56.7,70.1,38.8,63.7,26.2,Commerce
99.22,78.49,20,62.7,83,72.9,84.5,36.5,PCB
90.96,76.26,34,43.6,81.5,80.2,62.5,34,Commerce
94.73,76.3,58,59.1,68.5,32.8,50.8,60,Commerce
95.98,75.03,74,77.4,91.2,84.3,91.1,45.3,PCB
78.72,76.69,84,69.5,62.3,60,75.2,35.3,Commerce
96.54,80.42,66,79.5,85,60.6,81.5,31.5,PCM
90.47,83.53,41,59.3,94.6,39.7,80.8,52.1,Commerce
79.84,80.75,15,58.1,69.4,59.5,53.4,50.8,Commerce
89.99,76.05,29,46.6,42.5,38.1,81,41.5,PCB
91.65,81.94,19,57.4,82.2,53,62.7,23,PCM
84.46,43.17,13,43.8,57.9,20.4,60,57.6,PCM
89.39,80.36,13,45.7,60.6,59.3,75.9,36,Commerce
97.83,77.85,15,50.6,53.4,32.5,69.6,52.9,PCM
99.22,79.27,59,64.4,88.7,48.9,85.1,50.3,PCB
91.06,82.35,19,68,52.1,37,67.5,36.4,PCM
89.28,81.03,20,55.4,53.1,60,55.3,32.8,Arts
89.93,81.45,32,82.2,86.7,89.8,73.5,47.1,Commerce
96.45,78.65,21,46.9,67.8,37.1,70.9,42.9,PCB
75.46,74.66,68,85,90.1,48.5,77.5,43.5,PCB
91.79,85.42,84,62.2,50.8,41.3,59.3,55.3,PCM
98.18,87.29,14,52.9,46.6,77.6,88.9,23,PCB
96.04,76.37,19,52.8,55.5,50,58.9,23,Commerce
97.66,78.84,31,49.9,87.3,53,48.9,35.4,PCB
96.46,78.09,30,69,60.7,62.7,75.9,44.5,Commerce
98.7,77.71,12,41.7,46.3,25.8,58.3,38.6,Commerce
93.7,75.57,86,50.6,78.5,46.3,86.6,36.8,PCM
91.27,76.03,27,59.3,86.7,58.3,78.1,55.2,PCB
86.85,80.23,67,48.5,94,47.2,73.4,34.9,PCB
90.25,83,65,60,72,20,81.6,40.1,Arts
90.91,79.32,86,66.3,51.4,84.2,55.9,27,PCB
86.59,75.65,26,63.5,79.5,39.1,66.3,40.2,PCB
90.25,75.83,45,75.5,92.6,55.7,90.9,25.8,PCM
88.45,76.88,25,53.6,73.9,89.5,85.8,23,PCB
89.46,78.46,55,90.1,82,64.6,97,39.4,PCB
89.2,80.2,68,70.7,47,75,83.8,41.9,Commerce
89.82,75.7,10,67.2,98,51.2,73.5,60.8,Commerce
85.25,48.72,51,71.9,50.3,76.5,71.5,34.7,PCM
89.74,83.12,55,40.8,44.4,40.1,52,32.6,Arts
82.3,74.26,86,66.5,89.3,65.8,78,23,PCM
87.15,79.56,81,68.7,75.6,97,84.6,23.5,PCM
81.65,84.38,59,45,59.7,58.9,60.4,47.9,PCB 
91.54,86,49,45.1,63.1,53.2,59.4,29.5,PCB
79.68,77.53,21,57,76.8,56.5,60.7,42.2,Commerce
95.94,76.95,26,98,87,73,99,29,PCB
90.66,40.05,11,46,68.5,57.2,44.3,44.5,Commerce
91.37,74.97,16,70.5,83.7,63.7,75.8,23,Arts
97.18,77.19,21,59.6,67.1,69.7,60.7,30.8,PCB
85.28,74.46,18,35,85.1,54.3,53.8,31.4,Commerce
96.51,77.09,30,61.2,46.5,74.1,69.5,37.1,PCM
91.44,78.45,3,80.6,71.2,47.2,59.4,23,PCB
88.85,81.35,61,58.2,26.8,64,66.9,24.4,Commerce
89.55,77.96,57,48.2,78.6,33.1,48.4,36.8,PCB
91.67,80.22,65,69.6,93.1,50.2,74.5,31.3,Commerce
93.48,84.19,41,65.1,26.1,79.4,85,58.9,Commerce
95.87,79.08,16,72.3,92.6,61,74.4,45.7,PCB
94.81,74.83,60,72.1,77.2,97,74.9,23,PCM
94.16,75.6,16,74.3,81.4,63.8,77.2,32.2,PCB
96.98,79.12,54,52.6,80.8,73.7,72.1,25.4,Commerce
96.29,77.3,21,65.7,77.8,46.2,91.3,23,PCB
93.05,78.01,16,54.7,65,69.2,59.5,23,Commerce
79.36,80.5,55,61.2,74.9,38.5,83.4,28.4,Commerce
90.62,75.76,58,69.8,12.7,43.8,71.5,27.5,PCB
97.53,75.99,22,52.5,63,37.5,93.4,48.3,PCB
90.19,77.84,17,50.6,69.2,66.3,80.2,52.9,PCB
98.49,76.69,6,52.1,42.7,36.2,48.1,26.7,PCB
91.95,75.97,47,45.7,77,48,61.6,27.2,PCB
99.22,74.65,23,61,67.8,63.8,63.8,44.6,PCM
84.58,78.02,5,52,50.4,39.6,71.2,72.9,Commerce
91.94,81.98,31,54.1,84.9,51.6,93,43.7,Commerce
93.43,79.37,69,58.7,65.6,41.8,84.5,27.7,PCM
99.22,79.26,61,62.8,55.9,60,59.4,34.7,Commerce
89.23,74.82,17,68.2,81.7,49.6,83.8,23,PCB
99.22,49.76,3,57.1,49.1,36.9,85.2,41.3,PCB
97.55,77.48,34,63.7,73.5,63.8,56.6,33.4,Commerce
93.01,77.19,29,49.1,72.4,70.1,67,29.9,PCM
88.44,78.05,15,55.8,79.2,47.6,72.9,26,PCB
78.95,40,21,55.4,87.6,36.2,84.7,35.4,Commerce
88.12,77.98,16,47.3,46.9,52.4,66.4,55.1,PCB
90.35,79.5,81,63.7,87.7,56.5,64.8,23,PCM
96.61,76.98,55,46.8,61.4,42.2,61.4,23,PCB
92.55,79.7,66,73.3,53.9,48.4,62.2,51.1,PCB
90.79,75.89,14,95.5,57.2,62.9,74.7,29.3,PCM
99.22,40,30,58,63,47.2,71.1,52.3,Commerce
88.1,44.41,3,43.8,59.7,33.7,61.8,69.7,Commerce
78.67,76.37,18,65,79.3,68.9,66.2,25.1,PCM
94.49,83.49,24,78.5,77.9,66.8,89.7,23,PCB
90.89,55.96,13,70.2,78.2,43.9,76.9,49.3,Commerce
92.61,53.39,51,74.2,54.6,54.6,71.3,42.9,Commerce
95.8,81.73,54,62.5,85.2,44.3,50.9,23,PCM
91.96,72.5,19,53.1,86.5,44.2,69.2,37,PCM
85.87,81.01,10,56.1,85.2,30.7,40.7,37.9,Arts
95.19,75.32,33,45.8,47.7,33,59.1,51.2,PCM
87.02,72.47,68,62,53.5,51.2,46.1,35.8,PCM
89.87,77.17,70,60.8,75.5,91.7,72,24,PCM
93.21,85.02,17,36.4,45.2,49.2,52.5,23,PCB
91.91,80.65,47,52.6,57.6,45.8,45.3,36.8,Commerce
96.52,75.87,18,62.4,48.2,64.3,61.1,36.3,PCB
87.7,74.46,18,53.9,64.6,44.7,44.1,66.6,PCB
76.62,61.26,47,42.5,78.7,68.3,72.3,27.2,Commerce
89.82,42.82,19,79.8,53.5,75.3,93.6,51.9,PCM
89.1,76.84,15,53.5,47.1,73.2,77.8,51.5,PCB
93.73,75.28,9,53,76.7,28.4,62.8,43.9,Arts
85.21,77.14,20,60.1,68.1,92.3,86.6,43.9,PCB
95.54,84.89,9,50.9,59.2,49.1,68.3,24.8,PCB 
97.4,50.75,56,47.8,72.4,47.6,61.5,28.3,PCB
85.58,77.76,58,35,51.9,70.4,57.4,26.9,PCB
96.24,74.14,58,68.2,68.1,66.5,71.1,28.7,Commerce
84.84,79.03,68,42.7,55.9,66.3,63.2,49.1,PCB
92.6,74.71,36,45.6,75.2,57.1,92.8,43.4,Commerce
95.4,75.42,24,57,53.2,38.3,51.1,54.7,PCM
89.9,78.83,21,71.3,37.3,82.9,68.7,23,Commerce
75.24,75.67,44,58.9,51.7,75.4,59.3,53.6,PCB
88.41,51.87,44,44.3,57.3,40.1,51.6,31.7,Commerce
87.8,77.53,61,77.9,65.7,29.1,57.1,35.8,PCB
93.18,76.93,6,44.9,86.9,28.4,67.4,40.1,PCM
87.25,75.41,29,81.7,73.1,71.5,77.6,46.5,PCB
92.44,77.43,65,36.6,81.3,50.9,44.3,23.6,PCB
83.72,78.76,57,73.6,12.5,48.9,56.7,23,Commerce
72.19,79.32,30,49.2,86.5,72.2,39.6,23,Commerce
71.98,55.33,79,77.1,54.4,68.7,66.2,23,PCB
92.33,74.76,24,82.7,65.5,54.5,86.1,33.3,PCB
99.22,76.73,27,53.7,77.7,71,89.3,53.8,Commerce
95.04,78.74,81,71.8,84.3,70.1,67.8,40.9,PCM
90.81,52.74,20,61,78.5,80.9,65.8,23,PCM
94.06,78.75,29,48.9,48.6,62.2,58.9,28.3,PCB
96.51,75.53,18,63.6,82.1,59.6,82.7,35.9,Commerce
96.04,81.23,47,56.3,45.5,64.9,77.1,41.3,Commerce
91.75,78.65,18,60,90.4,56.6,71.9,32,Commerce
82.69,79.57,16,40.1,82.8,67.5,82.5,28.1,PCB
80.06,75.52,83,61.9,69,75.6,60.6,30.5,PCM
98.56,78.16,86,56.6,77.8,53.3,70,34.7,PCB
89.18,78.27,25,62.1,79.5,69.9,64.8,23,PCB
96.46,81.84,18,40,13.6,40.3,80.2,47.1,Commerce
97.95,77.11,69,55.4,78.2,61.7,74.2,23,Commerce
75.91,76.15,30,65.8,71.3,87.4,76.8,30.7,Commerce
91.89,80.68,28,50.8,53,49.3,74.9,39.5,PCM
97.01,76.11,22,62.2,60.2,80.7,77.3,29.8,Commerce
78.01,77.4,62,76.1,44,41.3,73.3,53.9,PCM
87.85,73.71,18,47.1,76.3,29.3,76.1,43.9,Commerce
92.93,76.97,83,49.8,48.9,49.5,66.4,23.2,Commerce
90.92,74.58,8,46.4,52.3,56.7,70.6,26.1,PCM
75,83.04,20,53.6,81,71.4,52.9,43.1,Commerce
87.59,81.38,18,60,72.2,66.9,70.1,23,PCB
76.8,83.32,17,51.2,81.7,75.3,73.7,50.2,PCB
92.39,78.96,41,52.3,74,60.9,67.4,37.9,Commerce
90.89,78.24,17,55,58.3,42.6,73.9,47.9,PCB
91.72,76.63,65,53,61.5,30.5,50.1,23,Commerce
98.08,83.51,21,57.3,65.3,50.6,68.8,23,PCB
94.3,76.49,49,63,86,68.3,85.1,23,Arts
94.11,77.55,25,55.2,46.6,46.7,70,25.6,PCM
94.43,81.81,23,72.9,51.3,46.3,54.5,36.2,Commerce
92.05,77.52,41,65.8,84.1,70.6,97.3,28.6,PCB
87.35,75.17,14,60.9,76.5,56.1,79.2,25.8,PCM
93.36,90.13,53,58.8,41.7,39.1,67.8,31.9,Commerce
93.38,77.92,23,46.6,66.8,78,78.8,30.1,PCB
94.44,76.64,21,51.9,95,64.4,65.6,41.3,PCB
81.07,78.17,25,68.5,72,68.3,83.6,26.2,PCB
88.93,76.44,29,49.5,68.5,44.4,68,32.8,PCB
81.25,76.06,28,55,80.6,31.5,83,23,PCB
88.55,76.57,12,52.8,68.1,43.1,64.6,37.2,PCB
94,73.92,24,51.1,95.9,28.7,81,52.9,PCB
91.95,73.96,11,92.2,84.4,85.7,74.6,23,PCB
88.22,78.49,70,41.5,54.2,36.1,52.5,23,PCB
92.24,78.59,23,44.7,44.3,34.3,65.4,46.8,Commerce
94.19,77.49,16,78,91,79.6,73.6,38.1,PCB
88.55,42.11,84,70.2,43.7,70.7,70.7,35.7,PCB 
91.32,77.17,63,69.6,49,63.2,68,40.9,PCB
74.71,77.99,28,60.5,63.1,53.6,68.3,40.6,PCB
98.65,53.85,14,35,47.6,34.2,46.2,85.2,PCB
89.76,76.75,21,79.9,72.9,52.3,55.3,33.1,PCB
87.94,77.22,51,48,93.1,63.1,90,29.4,PCB
90.17,76.68,30,84,97.7,74,59.5,34.8,Commerce
90.14,55.21,55,53.3,48.9,49.9,51.3,44.4,PCB
98.57,75.95,18,51.1,80.4,68.8,71,39.7,Commerce
92.08,81.34,16,69.9,47.3,49.4,64.8,32.7,Commerce
82.18,77.61,8,63.1,45,70.1,85.6,38.6,PCB
89.48,86.77,33,74.4,87.8,64.1,84.6,53.3,PCB
91.78,75.04,17,58.9,76.5,47.4,78.2,23,Commerce
98.02,81.66,54,52.3,94.8,43.1,65.7,31.1,PCM
93.14,80.12,30,50.7,64.4,66.3,51.3,23,Commerce
95.65,52.61,28,76.9,37.7,77,70.3,47,PCM
99.22,78.12,46,81.2,49.8,61.5,88.8,30.1,PCB
83.28,75.95,30,59.2,58.6,45.5,45.4,41.3,PCB
70.84,55.07,34,74.9,86.5,41.4,64.7,34.1,PCB
93.51,75.68,33,44,78,68.2,71.1,23,PCM
86.24,79.78,66,79.8,84.3,52.1,85.8,24.8,PCB
87.88,81.15,84,65.5,84.6,47.1,77.5,30.8,Commerce
91.32,68.17,24,61.3,31.7,71.2,50.1,31.9,Arts
81.82,76.19,67,65.2,93.1,22.9,73,36.2,PCB
93.38,79.07,64,64.6,90.7,55.5,76.5,38,PCB
96.51,80.11,17,44.9,46.2,32.6,68.2,23.3,PCM
85.83,50.52,72,56.6,56.4,49.3,69,47.5,Commerce
93.6,47.4,25,65.6,57.3,40.9,64.2,38.7,PCM
81.36,75.97,32,45.8,46.3,42.1,79.7,48,Commerce
96.92,79.25,13,52.4,46.8,31.3,42.9,29.1,PCB
91.52,40,16,62.7,69.4,56,34.2,41.8,PCM
96.11,75.43,14,46.8,52.1,38.8,66.4,48.8,PCB
93.27,78.67,27,50.7,93.9,48.6,67.4,23,PCM
91.57,74.86,70,81.2,79.1,89.7,61.5,23,Commerce
79.69,76.79,11,72.4,81.9,67.6,68.7,44.2,Commerce
73.52,78.63,13,49.7,68.6,29,65.5,53.3,Commerce
86.37,78.03,21,66,52.1,78.4,51.7,37.8,PCB
88.97,81.58,21,60.5,45.2,53.9,70.4,37.2,PCM
75.6,75.2,74,49.9,74.6,56.3,63.5,23.4,PCM
89.8,76.13,66,83.7,81.1,53.3,70.2,40.4,PCB
99.22,85.37,12,79,62.5,36.8,76.3,75.2,Commerce
91.96,74.91,13,49.5,48.2,54.6,69.7,30.1,PCB
97.59,75.1,70,58.1,69.4,56.8,59.3,29,Commerce
75.99,60.04,24,40.7,53.7,48.6,69.5,45.8,Commerce
89.3,77.94,21,48.8,67.9,74.4,83.6,38.2,PCM
86.32,76.15,49,63.6,87.7,72.2,83.9,32.4,PCB
90.81,80.11,14,78.2,73.9,44.6,81.9,39.1,PCB
81.75,75.21,4,56.1,50.3,46.2,68.6,25.6,Arts
99.22,77.84,84,70.7,46.5,69.4,54.3,23,PCB
98.73,47.26,24,83.2,88,55,80.7,42.9,Commerce
87.54,77.09,59,46.1,89.3,61.1,94.2,23,Commerce
89.94,81.48,22,63.6,87.9,69.9,77.2,23,Commerce
94.4,77.25,55,49.5,43.5,50.1,53.6,43.4,PCB
91.74,77.59,79,66.2,85,56.4,84.5,34.9,PCB
91.95,78.81,30,68.5,65.1,63.5,67,39.2,PCB
92.52,76.07,22,66.4,44.4,38.5,74.3,37.5,Commerce
97.88,78.59,13,67,83.5,77.4,80.5,40.1,PCM
94.59,79.59,12,59,84.3,62.9,81.9,23,PCM
82.47,77.17,5,46.9,60.9,22.2,45.3,39.4,Arts
88.78,76.29,18,49.9,51.4,45.9,76.9,26.1,Commerce
85.09,83.45,67,65.5,54.7,55.8,63.9,67.6,Arts
88.36,48.01,29,71.5,83.2,51.6,61.8,29.1,PCM
85.3,80.02,17,65.4,52.7,63.4,49.9,61.9,PCB
99.22,74.6,22,83.3,91.2,56.5,71,23,PCB
87.54,78.13,11,41,55.1,53,90.4,28.1,PCB
90.83,80.24,20,42.3,58.8,33.4,53.6,41.6,PCB
96.66,79.5,42,47.1,77.7,59.6,72.9,31.7,PCB
91.01,77.54,3,52.9,56.8,50.3,60.6,23,Commerce
99.08,80.58,24,53.3,68.6,52.8,73.3,39.5,PCB
82.61,80.88,52,57.7,44,42,55.8,28.2,PCB
95.45,82.77,20,55,60.4,37.9,63.8,33.4,PCB
95.08,75.95,33,71.7,81,77.7,89,31,PCM
95.11,77.09,30,61.2,65,87.3,74.2,23,PCM
99.22,56.41,27,62.6,48.5,61.9,58,31.2,Commerce
90.44,79.49,44,56.6,65.2,44.8,75.3,37.9,Arts
85.73,78.54,28,62.3,43,50.9,60.7,27.3,PCB
88.06,78.51,27,58.2,76.7,80.6,74.7,44.6,Commerce
95.11,82.59,18,65.3,47.9,52.9,83,43.8,PCM
89.66,77.94,21,85.7,51.6,59.6,65.8,39.6,Commerce
94.67,82.99,59,50.7,39.2,77.8,76.5,23,Commerce
94.81,78.78,63,61.3,70.4,45.8,71.9,56.5,PCB
96.04,79.74,9,85.7,75.9,83.8,37.6,23,Arts
83.51,77.5,71,64.2,88.4,62.6,85,23,Arts
92.12,77.07,25,73.4,61,65.7,81.1,30.7,PCB
93.15,55.97,18,52.5,56.9,60.7,73.3,36.3,Commerce
87.66,57.1,76,70.9,56.7,91.2,63.5,23,Commerce
74.33,53.81,26,71,58.4,79.8,77.3,28,PCB
90.82,79.29,50,74.2,87.3,42.7,91.7,51.7,Commerce
90.97,77.04,13,43.7,92.6,55.6,61.5,26.6,Commerce
94.02,78.68,75,42,52.6,32.1,62.9,65.7,PCB
86.43,78.72,57,80.1,81.2,97,71.1,27.1,Commerce
99.22,77.79,73,55.4,46.7,23.5,63.9,30.3,Commerce
91.51,48.03,22,65.1,49.4,62.9,53.5,29.2,PCB
96.08,82.11,46,68.7,69.4,46.4,72.4,57.5,Commerce
93.84,77.55,4,41.5,46.2,28,66,46.8,Commerce
98.37,81.25,31,70.9,82.1,84.1,70.6,28.5,PCB
86.51,77.9,15,49.9,61.6,40.2,54.3,40.9,Arts
88.49,77.57,27,76.6,68.7,96.4,71.6,23,PCM
92.4,74.22,33,54.5,44.3,29.8,53.1,28.5,PCM
94.56,78.83,33,77.3,72.6,59.9,84.1,23,Commerce
76.8,60.49,16,56.8,43.2,48.3,49.9,34.6,Commerce
99.22,92.17,82,64.5,42.3,76.5,65.1,37,Commerce
95.55,80.08,23,47,95.6,41.5,50.8,23,Commerce
88.23,80.2,17,52.4,77.3,59,82.7,38.9,PCM
95.24,80.46,24,58.6,84.7,47.2,78.5,36.5,Commerce
99.22,73.79,9,50.8,63.9,55.2,72.4,23,PCB
93.97,77.99,24,64,46.5,50.7,60.6,53.2,PCM
99.22,76.78,21,59.5,96.4,40.8,59.2,23,PCB
95.94,75.27,60,50.6,41.3,44.3,40.4,42.7,PCB
86.52,81.15,55,69,75.3,66.4,79.9,23.3,PCB
88.03,78.9,66,62,98,17,80.7,23,Commerce
90.91,64.08,20,69.4,55,69,85.4,36,Arts
93.9,55.25,16,43.4,43.5,36.7,60.3,31.2,PCB
91.28,80.18,28,75.5,48,81.4,93.5,32.9,PCB
97.17,77.1,84,74.7,73.5,83.7,53,23,Commerce
84.19,55.21,26,56.4,71.9,49.1,68.3,50.6,Commerce
93.98,44.59,20,59.4,38.9,68.9,81.2,23,PCB
97.75,75.44,23,61,80.2,34.2,71.2,38.2,PCB
86.43,80.28,45,60.1,55.9,62.1,84.8,40.3,Commerce
70.81,47.41,28,50.4,54.2,39.9,65.4,59.7,PCB
97.02,78.43,69,51.4,38.3,58.6,72.9,45.5,Commerce
89.96,75.06,56,80.8,74.7,61,70.1,23,Commerce
86.38,74.48,26,35,59.7,33.9,76.9,56.8,Commerce
89.04,78.1,21,47.6,55.5,55.4,85.9,32.1,PCB
99.21,84.86,58,45.2,12.5,51,70.5,49.3,Commerce
85.91,75.75,15,62.5,77.5,47.7,47.9,27.8,Commerce
85.06,85.26,16,55.1,80.6,43.3,79.3,31.6,PCM
96.3,79.13,23,61.9,68.2,80.8,51.6,32.3,PCB
94.73,74.58,16,74.9,89.2,45.2,53.9,44.4,Arts
94.11,77.22,17,58.3,39,59.9,60.5,23,Commerce
97.02,84.42,63,49.3,57.1,43.2,84.7,45.8,Commerce
91.8,79.07,17,55.3,57.2,77.1,47.3,40.2,Commerce
89.39,52.02,34,57.6,85.1,51.8,69.5,23,PCB
80.69,78.57,61,55.8,77.6,55.1,78.1,23,PCB
94.39,79.43,50,53.3,58.6,17,58,42.8,PCB
95.19,75.51,62,70.8,76.5,93.4,75.9,23,PCB
82.94,76.57,29,67.3,70.3,66.1,81.6,33.9,PCB
94.54,76.44,25,54.3,45.7,88.6,60.3,41.8,Commerce
99.22,80.46,26,39.7,75.5,37.1,74.6,44.6,Arts
68.61,80.17,27,65.9,49.1,54.2,50.5,37.8,PCB
88.52,76.72,26,66.4,43.2,65.6,63.1,36.2,Arts
84.62,76.95,14,56.1,37.3,52.1,65.4,41.8,PCM
93.65,75.13,21,41.2,55.8,34.8,70.9,25.1,Commerce
96.87,75.7,35,52.9,78.9,64.8,72.8,23,PCB 
74.68,81.08,15,71.2,45.5,64.1,59.6,39,Commerce
90.65,77.06,16,54.7,79.4,62.5,55.6,28.5,PCM
87.1,80.65,71,56,98,48.2,65.9,35.3,Commerce
91.53,80.31,73,80,69,61.7,77.8,47.2,PCB
88.83,75.4,16,62.6,76.9,62.7,68.2,23,Commerce
89.18,76.44,32,49.2,80.5,47.6,47.6,57.2,Commerce
90.72,80.18,65,63.2,85.7,52.4,78.5,24.6,PCM
96.03,77.58,56,59.3,72.4,63,67,26.9,PCM
96.68,79.58,17,38.4,53.9,58.3,63.8,27.3,Arts
95.23,79.43,86,58.5,49.2,57.3,72.1,45.2,PCB
87.58,78.98,86,73.3,67.1,40.4,44.5,40.7,Commerce
89.03,60.93,41,55.3,89,44.9,62.7,37.9,Commerce
97.4,40,15,77.4,59.1,55.2,51.5,39,Arts
89.18,76.62,65,69.8,92.3,91.1,68.6,23,PCM
94.68,80.06,33,67.3,84.6,57,70.8,30.1,Commerce
84.9,78.56,26,62.5,53.8,61.7,57.5,32.1,Commerce
90.33,77.49,64,76.1,85.3,75.2,75.8,49.4,Commerce
90.13,77.64,21,69.7,90.6,50.2,60.2,49.9,Commerce
94.16,81.14,57,56.9,47.4,60.6,69.8,54.8,PCB
88.59,75.48,6,50.3,59.5,23.4,48.6,23,Commerce
88.21,79.4,3,53.2,45.7,38.3,71.2,23,PCB
91.63,78.01,81,50.2,86.3,67.4,68,32.3,PCB
95.46,80.03,10,61.3,78.1,62.3,70.5,23,PCM
99.22,44.3,34,60,56.7,57.8,55.3,53,Arts
96.74,77.2,27,85.7,89.8,69.1,77.4,38.7,PCB
92.89,79.3,68,38.4,54.8,26.1,73.8,46.7,PCM
92.17,80.42,24,72.4,71.1,53.4,73.5,30.7,PCM
93.73,81.54,61,80,73.1,91.8,66.5,30.5,PCB
90.8,77.85,23,67.5,89.6,58.2,77.2,52.8,PCM
90.76,79.94,15,45.4,50.9,45,51.7,34.8,Commerce
95.02,79.32,23,41.6,57.1,35.2,71.1,42.7,Commerce
96.71,80.19,31,79.4,83.8,80.9,75.9,23,PCM
96.92,52.73,20,46.3,45.7,27.5,52.7,29.1,PCB
86.89,76.8,36,70.2,90.7,82.7,73.9,23,PCM
88.43,77.95,19,70.2,68.2,42.8,91.2,57.4,Commerce
96.89,81.32,30,56.1,58.8,71.5,69.3,25.5,Commerce
85.29,81.29,61,57.4,76.2,65.4,68.9,41.4,PCM
